genotype	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
WATDE0830	0.0306509	0.0251201	-0.00134077	0.0115271	9.66E-05	-0.00874148	0.0148707	-0.0114018	0.0233711	-0.0887754
WATDE0831	0.0126682	0.0485031	0.0191063	-0.0251453	0.00479514	-0.00886023	0.0118597	0.0206284	0.0243321	-0.00622642
WATDE0833	0.0133688	0.0494557	0.0162504	-0.0230092	0.00603746	-0.00779986	0.00755615	0.0229353	0.0284893	-0.0114768
WATDE0835	-0.0770605	0.00297973	0.0131514	0.022629	0.0307894	0.0574347	-0.00615628	-0.0255973	0.0864954	0.0283631
WATDE0836	-0.0771188	0.00289223	0.0132375	0.0226307	0.0308997	0.0576733	-0.00616131	-0.0256936	0.0867602	0.0284877
WATDE0837	-0.0131997	0.000574701	0.0537861	-0.00900173	-0.0151842	-0.00157388	-0.00429338	0.0114156	0.0256996	0.00810383
WATDE0839	-0.0211238	0.00904717	-0.00963813	0.0407944	0.0200719	0.041689	-0.037829	0.0108934	0.0298172	0.0160975
WATDE0840	-0.0343869	0.0120364	0.0373353	-0.00240804	-0.000606213	0.0253219	-0.00433905	-0.0263837	0.0611472	0.00400167
WATDE0841	-0.0914123	0.0025194	0.0194	0.0222016	0.0342625	0.0661634	-0.00685383	-0.0323437	0.123496	0.0337221
WATDE0843	-0.0660034	0.00293458	0.0128333	0.0203455	0.0210637	0.0419546	-0.0213532	-0.0193739	0.0389799	0.0195973
WATDE0845	0.021909	0.0702788	0.00981401	-0.0412721	0.0105147	-0.0168032	0.00939673	0.0419899	0.041177	-0.0161291
WATDE0846	0.0284574	0.0317602	-0.0111397	0.0168618	0.0023197	0.00148611	-0.033368	0.0392495	0.0151126	-0.00981591
WATDE0848	0.0216303	0.0698914	0.00974308	-0.0408356	0.0103239	-0.0169318	0.00967159	0.041333	0.0406915	-0.0158813
WATDE0850	0.0344161	-0.0155698	-0.0244417	0.0357199	-0.00127486	0.0119463	-0.0201907	0.0154091	0.0184369	0.0136604
WATDE0851	0.0238417	-0.000872949	-0.0144219	0.0259041	0.00220505	0.00411858	-0.016266	0.0139207	0.0146487	0.0264594
WATDE0852	0.00459562	0.00849879	-0.0156901	0.0194823	0.00886718	0.0188585	-0.00801805	0.0120224	-0.0232871	-0.0128668
WATDE0854	-0.00845502	-0.00499796	-0.023712	0.0368107	0.0191382	0.0116176	0.00663407	0.0295607	0.00327477	0.0178684
WATDE0856	-0.0437805	0.0243802	-0.00644263	0.0169242	0.0176871	0.0120924	-0.00427388	0.000985758	0.0375054	0.0218019
WATDE0857	0.0155832	-0.0229145	0.0181873	0.0214365	-0.0157478	-0.00338994	0.0344557	0.0211715	-0.00716713	-0.0943429
WATDE0859	-0.0190424	0.0259405	-0.0202664	0.000354892	0.00647711	-0.0187957	0.0214007	-0.00772159	-0.0336931	0.0161682
WATDE0861	-0.0197782	0.023294	-0.0179134	0.00314523	0.0048083	-0.0214887	0.0176564	-0.00699226	-0.0245443	0.0211218
WATDE0862	-0.0208373	0.0198647	-0.0427531	0.00854834	-0.0341362	-0.0772489	-0.0250881	-0.0314782	0.00349298	0.045932
WATDE0863	-0.0285528	-0.0213591	-0.0213146	0.00872503	-0.0633884	-0.106692	-0.0216958	0.0030902	0.00121115	0.0145115
WATDE0864	-0.0028939	-0.109007	-0.0414192	-0.10424	0.118608	-0.1232	-0.12204	-0.0327851	0.0120095	0.0324473
WATDE0865	-0.000135604	0.00129592	-0.00191941	0.00635641	-0.00998332	-0.0139968	-0.00520766	-0.00591405	0.00168329	-0.000906013
WATDE0869	0.00757947	0.0153696	-0.00896189	-0.00490848	-0.00798798	-0.00397161	-0.0158262	-0.0132122	0.000330896	0.0159234
WATDE0871	-0.0234615	-2.18E-05	-0.0724974	-0.0321658	-0.0585394	-0.0711053	-0.036788	-0.0358035	0.0103952	0.0674104
WATDE0872	-0.0249898	0.0100015	-0.0469571	0.00545854	-0.0496362	-0.100037	-0.0228987	-0.0328904	-0.00977178	0.0264926
WATDE0873	-0.0382318	0.0102288	-0.0550772	0.00857311	-0.0252694	-0.0644896	-0.0135249	0.000324825	-0.00230873	0.0138445
WATDE0874	-0.0382173	0.0102457	-0.0550518	0.0085911	-0.0252391	-0.0644023	-0.0134665	0.000290909	-0.00238539	0.0138156
WATDE0875	-0.0414658	-0.000676502	-0.0647477	-0.0100697	-0.0733157	-0.125674	-0.0328252	-0.0290172	0.0148169	0.0357852
WATDE0876	-0.0414595	-0.000689112	-0.0647497	-0.0100914	-0.0733393	-0.125714	-0.0328642	-0.0290069	0.0148618	0.035817
WATDE0877	-0.0466375	0.0180637	0.00345609	0.0191523	0.0284724	0.0375402	-0.000460984	-0.01102	0.0713812	0.0363958
WATDE0878	0.0183699	0.0384319	0.00258716	-0.00627993	0.000785855	-0.0114929	-0.00383683	-0.00650627	0.0117444	0.0136824
WATDE0879	0.0184631	0.0384938	0.00259096	-0.00632771	0.000773884	-0.0114949	-0.00371593	-0.00644584	0.0118631	0.0138465
WATDE0880	-0.00698553	0.0299062	0.00614472	-0.00118906	0.00901737	0.00225541	0.00214619	-0.0144618	0.0246033	0.0199973
WATDE0881	-0.00647712	0.0296868	0.00609658	-0.000999077	0.00867788	0.00212716	0.0016945	-0.014813	0.0237014	0.0198145
WATDE0882	-0.028543	-0.0336198	0.0472754	0.0105135	0.00426172	0.0282215	0.0136488	-0.0126924	0.0684558	0.0239699
WATDE0883	-0.0790958	0.00692381	0.010137	0.021199	0.03388	0.0656352	-0.00376846	-0.0261291	0.115996	0.0355745
WATDE0884	0.0207325	0.0533705	0.0047614	-0.0236743	0.0055852	-0.0133952	0.00307926	0.0139855	0.0155655	0.00480979
WATDE0887	0.0210629	0.0602532	0.00860503	-0.0299864	0.00712004	-0.0167828	0.00400379	0.0279837	0.0293272	-0.00215788
WATDE0888	-0.0309823	-0.037124	0.0177423	0.0384031	0.00388646	0.038274	-0.017745	0.0303079	0.0665364	0.0396926
WATDE0889	0.0162502	-0.0398876	0.00266029	0.0144587	-0.0289819	-0.00616881	-0.0174556	0.0406698	0.00599906	0.0169561
WATDE0890	-0.0300581	-0.0188043	-0.0222558	0.00956302	0.0112062	-0.0211415	-0.0231896	-0.00431162	-0.00699435	0.00365384
WATDE0892	0.0232795	0.000161213	-0.0106787	-0.0301608	0.0319714	-0.0134777	0.00323581	0.0133626	0.0179218	0.00368517
WATDE0894	-0.00147005	-0.0320352	0.0485111	-0.0155177	-0.0308592	0.0087273	-0.0174952	-0.00804783	0.0110676	-0.0140231
WATDE0895	-0.0869715	-0.0189669	0.0478523	0.0170708	0.0192389	0.0625286	-0.0103467	-0.0126873	0.12923	0.0365568
WATDE0896	0.0112122	0.0179927	-0.00730306	0.00210803	0.00445732	0.0165245	-0.0223107	0.00939223	0.0274569	-0.0144004
WATDE0898	-0.0251006	0.00320114	-0.00923816	-8.07E-05	0.021273	0.0514262	-0.0346608	0.00735983	-0.0535487	0.00479406
WATDE0899	0.0341581	-0.0204223	-0.0209903	0.0334755	0.00837062	0.00662431	-0.018182	0.010529	0.0115227	0.0398381
WATDE0900	-0.00796652	0.0176725	-0.014541	-0.00193747	-0.00239578	0.0171138	-0.04892	-0.0482378	-0.0333544	0.0451281
WATDE0901	0.0206903	-0.00514673	-0.00584425	0.023608	0.00443155	-0.0099927	0.0604156	-0.049033	-0.0140403	0.00954502
WATDE0902	-0.00363953	0.015023	-0.0223294	-0.015492	0.023208	0.0132124	0.0691078	-0.00757235	-0.0660864	-0.00357571
WATDE0903	0.0366769	-0.0110208	-0.0159471	0.0577155	-0.00820728	0.0117841	-0.000385388	-0.0140203	0.00517927	-0.128906
WATDE0904	0.0404771	-0.123673	0.0136361	-0.0550734	0.206011	-0.106711	-0.0581843	-0.028314	0.0250695	-0.0184566
WATDE0905	0.0363013	-0.127322	0.0161981	-0.0535595	0.214709	-0.111722	-0.0643461	-0.0291453	0.0271437	-0.0284419
WATDE0906	-0.0183431	-0.101936	-0.0093591	-0.0781179	0.231854	-0.0718328	-0.0353747	0.0197765	-0.0526864	-0.0609548
WATDE0907	0.0183801	-0.112005	0.0199782	-0.0633748	0.218642	-0.115254	-0.055906	-0.0256817	0.00685909	-0.0422075
WATDE0909	-0.0872499	-0.00748328	-0.054485	0.00779433	-0.0523603	-0.108599	-0.00315781	-0.00135655	0.0064235	-0.0342567
WATDE0910	-0.0787366	-0.000938023	-0.0404779	0.000232991	0.0209014	0.00228418	0.0542732	0.0196989	-0.0763442	-0.0517444
WATDE0911	-0.0586437	-0.0126752	-0.062967	0.0191145	-0.010682	-0.0375271	0.0103738	0.0190118	-0.0149753	-0.027854
WATDE0912	-0.089029	-0.00958138	-0.0704264	0.0147474	-0.0500669	-0.116803	-0.000268353	0.00705152	-0.000183362	-0.0241066
WATDE0913	-0.0967326	-0.0057893	-0.0703529	0.0205014	-0.0606163	-0.137812	-0.014396	0.00845402	0.000747252	-0.0187452
WATDE0914	-0.0729732	0.00157123	-0.0319453	0.0131915	0.00693965	-0.00754689	0.0141417	0.00203091	0.00542587	-0.0115533
WATDE0915	-0.0821729	0.00433915	-0.0155935	0.0202273	0.0230534	0.0229516	0.0194529	-0.00483395	0.0297024	-0.00534893
WATDE0916	-0.0749315	0.000694233	-0.0340132	0.000709361	0.0237018	0.0119247	0.0496446	0.0178117	-0.0714392	-0.0483767
WATDE0917	-0.0743946	-0.00138332	-0.0397453	0.00592519	0.0349936	0.0209621	0.0737229	0.020844	-0.0994425	-0.0480201
WATDE0918	-0.0438373	-0.000249084	-0.0621698	-0.0341854	-0.0389953	-0.0313978	-0.00711038	-0.021167	-0.0229798	0.0271886
WATDE0919	-0.0822981	-0.0044257	-0.0301316	0.00494895	0.0338805	0.0355315	0.0525513	0.00806548	-0.0300208	-0.0273282
WATDE0920	-0.0325308	-0.000155391	-0.0377762	0.011456	0.0386108	0.0510202	0.0398005	0.0252978	-0.0755443	-0.0199948
WATDE0922	-0.0681372	0.0103284	-0.0395287	-0.0116464	0.0531651	0.0482674	0.109551	0.024049	-0.133154	-0.038445
WATDE0923	-0.0666172	0.0056848	-0.0347323	0.017223	0.0182009	-0.00153071	0.0522069	0.0182421	-0.0680555	-0.0243273
WATDE0924	-0.0305979	0.00633715	-0.0560324	0.0189344	-0.00761514	-0.0317486	0.00516965	-0.0189018	-0.0407547	0.0179235
WATDE0926	-0.023215	0.0137693	-0.0551742	0.00104908	0.0397564	0.0387817	0.0482231	-0.00590955	-0.0970824	0.0163372
WATDE0927	-0.0233404	0.0137805	-0.0549004	0.0012967	0.0394283	0.0383796	0.047898	-0.0059154	-0.0965779	0.0162599
WATDE0928	-0.0478551	-0.00755654	0.0671589	-0.0131469	-0.0213641	0.00954065	-0.0290447	-0.0306976	0.0186447	0.0148672
WATDE0929	-0.073462	-0.000269918	-0.0373649	0.0139496	0.00115018	-0.0130123	0.00995326	-0.00890945	0.045469	0.0143238
WATDE0930	-0.0258025	0.0108817	-0.0368142	0.0126882	-0.00505536	-0.0340483	-0.00405509	-0.00155576	-0.00436069	0.0280619
WATDE0932	-0.0696161	-0.000724543	-0.0313395	0.027528	-0.0120293	-0.0331732	0.0132493	-0.0264639	0.0289143	-0.0150332
WATDE0933	-0.00926946	0.0488172	-0.00406949	-0.0146848	0.0309809	0.00427063	0.0324329	0.0188517	-0.0558891	0.0337509
WATDE0934	0.0159719	0.0424131	-0.0155809	-0.02102	0.0030471	-0.0044325	0.00114502	-0.0268465	-0.00760221	0.0385732
WATDE0935	-0.00811546	0.0273752	0.000596147	-0.0121623	0.0141905	-0.00373233	0.0423645	0.00819334	-0.0372613	-0.00917472
WATDE0937	-0.0370832	0.00693343	-0.0244168	0.00700798	-0.011392	-0.0427751	0.0195628	-0.00111646	-0.00401611	0.00428605
WATDE0938	-0.0296854	0.0163366	-0.0198431	-0.0143485	-0.0308673	-0.058975	0.00216063	0.00132895	-0.0033079	-0.00806093
WATDE0939	-0.0621349	-0.0389004	-0.0192893	0.0099185	-0.050587	-0.0718478	-0.0026671	0.0330524	-0.00607354	-0.0127421
WATDE0941	-0.0363898	0.0149162	-0.02811	-0.0147671	0.0152437	0.00486199	0.0307068	0.0290213	-0.0373806	-0.0227525
WATDE0944	-0.00277236	-0.0154527	0.0691275	-0.0156494	-0.0365887	0.00467453	-0.0560707	-0.0242804	-0.0669109	-0.00361459
WATDE0945	-0.0394884	-0.00264276	0.00801979	-0.000534551	-0.0112787	-0.013589	0.00593153	0.0407245	-0.0240347	-0.0304628
WATDE0947	0.0184971	0.0157716	-0.0158649	0.00767356	0.00257676	0.00616877	0.0172962	-0.0572039	-0.0134423	-0.0247082
WATDE0950	0.0102725	0.0174106	-0.0233519	-0.00935787	-0.00390613	-0.0256324	0.0124351	-0.00157619	-0.0126258	0.0295682
WATDE0951	0.00597747	0.0196847	0.0546929	-0.0276994	-0.0124104	-0.0101475	0.00333571	0.0221312	0.0165251	-0.00324559
WATDE0952	0.0127945	0.0459897	0.0117603	-0.0282644	0.00309118	-0.0102021	0.00845729	0.00365531	0.000286399	0.000833701
WATDE0953	0.0355051	-0.0544719	0.0288482	0.0297912	-0.0139851	-0.0129524	0.0632551	-0.0311349	0.00723277	0.02547
WATDE0954	-0.0150986	0.00863613	0.0101217	0.0212298	-0.00395035	0.0226874	-0.0502602	0.00219796	0.017393	0.0121386
WATDE0955	0.0178763	0.0615941	0.0107278	-0.0375895	0.00854761	-0.0155308	0.0106655	0.0262482	0.0266593	-0.0120894
WATDE0957	-0.0296767	-0.011209	0.0995127	-0.0358317	-0.0435369	0.00239112	-0.0740955	-0.0498506	-0.0844415	-0.0126098
WATDE0958	-0.0356892	-0.00443082	0.0987113	-0.0259196	-0.032907	0.00596112	-0.0555364	-0.0305393	-0.0285012	-0.00567753
WATDE0961	0.018015	0.0568777	0.00695328	-0.0314361	0.00601901	-0.0128228	0.00829681	0.0190088	0.0222704	-0.00109878
WATDE0963	-0.0204831	-0.00140185	0.0732965	-0.0178552	-0.022229	-0.00559787	-0.0163865	0.00101896	-0.0243335	-0.00406846
WATDE0965	0.0201409	0.0606113	0.0101053	-0.0380083	0.00949091	-0.0152367	0.0099044	0.0335711	0.0265495	-0.00964721
WATDE0966	0.0170113	0.0623729	0.011681	-0.0324137	0.0115141	-0.0144674	0.0134843	0.0315348	0.0264104	-0.0137464
WATDE0967	0.0161493	0.0274816	-0.0349713	0.0385238	0.00949986	0.0187544	-0.048255	0.0142733	-0.0250103	0.0347459
WATDE0969	0.0220625	0.0109249	-0.0464569	-0.0470768	-0.0279299	0.0220861	-0.0361814	-0.0372421	-0.00328738	0.0438873
WATDE0970	0.0247287	-0.0142562	-0.00112678	0.041634	-0.00337334	0.0214135	-0.0444714	0.0672126	-0.0135862	-0.00874238
WATDE0971	0.0248087	-0.014305	-0.00113376	0.0416417	-0.00327711	0.0214352	-0.0445853	0.0672828	-0.0136091	-0.00875788
WATDE0973	-0.0383349	-0.00862699	0.119987	-0.0311574	-0.0502388	0.00499182	-0.0955616	-0.0658263	-0.105299	-0.0255358
WATDE0974	-0.0383916	-0.00871101	0.120408	-0.0313573	-0.0503753	0.00513788	-0.0960935	-0.0658795	-0.105521	-0.0256617
WATDE0975	-0.0169384	-0.00760878	0.0982637	-0.0222859	-0.0389854	0.00170888	-0.0612898	-0.0408433	-0.0918202	-0.0223321
WATDE0977	-0.0178951	0.0269748	0.0123318	-0.0367548	0.00828327	0.0164051	0.0103629	-0.00237743	0.00339042	-0.022834
WATDE0978	0.016903	0.0376757	0.00395699	-0.0205608	0.0032629	-0.0103211	0.00807095	0.00622301	0.0232277	-0.0155079
WATDE0979	0.016868	0.0376378	0.00362776	-0.0202482	0.00318253	-0.0104032	0.00784729	0.00614736	0.0231313	-0.0155159
WATDE0981	0.0178123	0.0615653	0.0107487	-0.0375798	0.00851851	-0.0155764	0.0106254	0.0262966	0.0267189	-0.0121183
WATDE0982	-0.0880736	0.00869392	0.0180397	0.0231583	0.0312424	0.0608684	-0.0088298	-0.0280888	0.0983654	0.0251113
WATDE0983	-0.0700221	-0.00446894	0.0201151	0.00636366	0.029138	0.0623443	-0.0345084	-0.0293005	0.0220461	0.0463971
WATDE0984	0.0273885	-0.00426256	-0.0247069	0.0312012	0.00134775	0.00562768	0.000660745	0.000189006	-0.00973269	0.0148004
WATDE0986	-0.0454698	-0.022639	0.0331809	0.024856	0.00413575	0.0377385	-0.0292872	0.0168303	0.0219717	0.00867011
WATDE0987	0.000278841	0.0126733	0.0439174	-0.0196621	-0.0132573	-0.0148406	0.010245	0.0197351	0.0118133	-0.00480753
WATDE0989	-0.0619317	-0.00868899	0.063762	-0.00230004	-0.00349035	0.0297373	-0.0112741	-0.0213304	0.0833091	0.0184343
WATDE0991	-0.0175291	-0.014501	0.0755021	-0.0225478	-0.038428	-0.00293702	-0.0427434	-0.0137999	-0.0434071	-0.00595016
WATDE0993	-0.0353956	-0.00527993	0.129244	-0.0303221	-0.0472383	0.00791407	-0.0890103	-0.0643116	-0.0957391	-0.023657
WATDE0995	0.0123332	0.0156553	0.0381057	-0.0640182	-0.0123248	-0.00801431	0.0237472	0.0493583	-0.0148001	0.0156705
WATDE0996	0.0200805	-0.0124073	0.0329151	-0.00869015	-0.0129431	-0.0143096	0.0183898	0.0208955	0.015673	0.0145931
WATDE0997	0.0196756	0.0632719	0.00722419	-0.0390104	0.00892015	-0.0167999	0.0140236	0.0267851	0.0312252	-0.00971136
WATDE0999	-0.0355281	-0.00553593	0.129043	-0.0301318	-0.0473635	0.00754097	-0.0886639	-0.0641761	-0.0952063	-0.023753
WATDE1001	0.0210685	0.0601135	0.00869031	-0.0386866	0.00843981	-0.0122599	0.00649191	0.0266244	0.0282017	-0.0124565
WATDE1002	0.0170121	0.0631384	0.0119217	-0.0402773	0.0107236	-0.0121566	0.0052852	0.0372699	0.0301751	-0.0171368
WATDE1003	-0.0354655	-0.00534047	0.12945	-0.0304277	-0.0473158	0.00792122	-0.0892696	-0.0641854	-0.0956755	-0.023737
WATDE1004	-0.0407656	-0.0104549	0.102839	-0.0267671	-0.0327662	0.0198441	-0.0716145	-0.0445503	-0.0575471	0.00537944
WATDE1005	-0.0105425	0.0228966	0.0533362	-0.0289556	-0.0190972	0.00731358	-0.0589471	-0.0541632	-0.0883898	0.0185789
WATDE1008	-0.0551375	0.0121466	0.0362582	0.00192957	0.0124689	0.0400832	-0.0479848	-0.0321767	-0.00971332	0.0203551
WATDE1009	-0.0543858	-0.0132866	0.0824241	-0.0110732	-0.01429	0.0407581	-0.0767792	-0.0291394	-0.0564127	0.0223527
WATDE1010	-0.025796	-0.00970734	0.109063	-0.0354003	-0.0426879	0.00745629	-0.074996	-0.0457667	-0.105963	-0.00664988
WATDE1012	0.00418859	0.00392583	0.053699	-0.0254924	-0.0150264	-0.01571	-0.00017411	0.0143725	-0.0165868	0.0143403
WATDE1014	0.0110914	0.0427069	0.0166236	-0.0275561	0.00179329	-0.00882325	0.00544471	0.0111073	0.0110495	-0.00225387
WATDE1016	0.0129795	0.0536644	0.0154734	-0.0285351	0.00537574	-0.0119745	0.00996292	0.0139618	0.0170359	0.00125174
WATDE1017	-0.0155344	-0.0117374	0.0948482	-0.0255146	-0.0418111	0.0128972	-0.078828	-0.0345707	-0.09919	-0.00785792
WATDE1018	-0.0153469	-0.0116454	0.0945485	-0.025146	-0.0417282	0.0129259	-0.0786304	-0.0346146	-0.0995007	-0.00819802
WATDE1019	0.0184715	0.0186048	-0.0319941	0.0318434	0.0104523	0.0183469	-0.0283444	0.0054986	-0.0116988	0.0186305
WATDE1021	0.0182563	0.0603994	0.0125046	-0.0351343	0.010053	-0.0131929	0.0058893	0.0231416	0.0177908	-0.0049506
WATDE1023	0.0180191	0.0601416	0.0123922	-0.0347689	0.00991734	-0.013296	0.00592815	0.0228731	0.0176194	-0.00481783
WATDE1025	-0.0100494	0.00830808	0.065328	-0.0326935	-0.0191069	-0.000421985	-0.0149221	0.0117662	-0.0210075	-0.0041891
WATDE1026	-0.0450467	0.00738475	0.0267028	0.00383457	-0.000843444	0.0166642	-0.0149202	-0.0318312	0.0369968	0.00176387
WATDE1027	0.0184363	0.0128346	-0.00735361	0.0152189	-0.00315103	0.00274697	-0.00764898	-0.0238745	-0.0012485	0.0132356
WATDE1029	-0.0779939	0.0107197	-0.0105339	0.026466	0.0377526	0.0419632	0.0368035	-0.00710842	0.0123653	-0.00400111
WATDE1031	-0.031532	-0.0180403	0.118626	-0.0196283	-0.0422946	0.0070859	-0.0615583	-0.0735264	-0.0665619	-0.0540514
WATDE1032	-0.0315789	-0.0176746	0.117363	-0.0193141	-0.0419729	0.00669982	-0.0607792	-0.0729007	-0.0657092	-0.0536009
WATDE1034	-0.0799917	0.014926	0.00833109	0.0234725	0.0311461	0.0475101	0.00576419	-0.0198909	0.0868491	0.011992
WATDE1035	-0.0800787	0.0149274	0.0084199	0.0234642	0.0312107	0.0476827	0.00567947	-0.0199304	0.0871401	0.0120174
WATDE1037	-0.0973072	-0.0331728	-0.0454471	0.014314	-0.0844778	-0.15342	-0.017161	0.0375129	-0.00437301	-0.0285553
WATDE1038	-0.0554125	0.011418	-0.0196177	0.00813271	0.0106023	0.00212454	0.0202099	0.00299836	-0.00503999	0.016705
WATDE1040	-0.0778197	-0.0123254	0.0385694	0.0154109	0.014761	0.0437306	0.00741867	0.00436263	0.0723572	0.0128696
WATDE1042	0.000328714	0.0174854	-0.000666628	0.0083904	0.00411472	0.0056174	-0.0153091	0.00964726	0.00936743	-0.00304021
WATDE1044	-0.0224052	0.0137882	-0.048755	-0.00317088	-0.0347585	-0.0694641	-0.0170665	-0.0380311	-0.0180307	0.0297938
WATDE1046	-0.0259614	0.0165762	-0.0634058	-0.00128411	-0.0573123	-0.108461	-0.028816	-0.0371464	0.00270552	0.042955
WATDE1048	-0.0875297	-0.0297813	-0.0360436	0.0060629	-0.0872316	-0.160211	-0.00928971	0.0211416	0.0039657	-0.0256345
WATDE1049	0.0160015	0.0485037	0.00981146	-0.0261715	0.0105087	-0.0135588	0.0224418	0.00585214	-0.023189	0.0340102
WATDE1050	0.0159985	0.0485041	0.00981363	-0.0261483	0.0105048	-0.0135502	0.0224365	0.00582947	-0.0232046	0.0339879
WATDE1051	-0.044562	-0.0123133	-0.00144752	-0.00899224	-0.0525865	-0.0872686	-0.00429161	0.0324039	0.000421346	-0.0273228
WATDE1052	-0.0239506	0.0197324	-0.0110856	-0.0194456	-0.0146312	-0.0365936	0.00631983	0.0144412	-0.00951552	-0.0414646
WATDE1053	-0.0237125	0.0226432	-0.0097362	-0.0167875	-0.0158151	-0.038564	0.00310486	0.0159468	-0.00644002	-0.0426072
WATDE1055	-0.0380116	0.0109444	-0.0430226	0.0133285	-0.0416004	-0.090754	-0.0212205	-0.0235379	0.00469516	0.0279913
WATDE1056	-0.0962655	-0.0316399	-0.0432579	0.0179667	-0.0844134	-0.159694	-0.0176313	0.0359324	-0.00413103	-0.0309784
WATDE1058	-0.0962564	-0.0316163	-0.043263	0.0179674	-0.0843952	-0.159665	-0.0176222	0.0359371	-0.004118	-0.0309833
WATDE1060	-0.0269151	0.0158515	-0.00736367	0.024827	0.024636	0.0249799	-0.00326503	0.0145885	-0.00946294	0.0115101
WATDE1061	0.0263206	-0.0414896	0.00201853	0.0296779	-0.0153778	0.0122258	-0.0241585	0.0574596	-0.0115967	0.00340739
WATDE1062	0.0137915	0.0366006	-0.0166668	0.0205823	0.0170398	0.0109411	-0.0349723	0.0497692	0.00539747	-0.00274618